measure,,,,,,mentions,mentions,mentions,muc,muc,muc,bcub,bcub,bcub,ceafe,ceafe,ceafe,lea,lea,lea,conll
metric,,,,,,F1,P,R,F1,P,R,F1,P,R,F1,P,R,F1,P,R,F1
scenario,experiment,dev-corpus,test-corpus,topics,seed,,,,,,,,,,,,,,,,
gg,ecbp,ecbp,gvc,closure,0,1.0,1.0,1.0,0.8202764976958525,0.8186596583442839,0.8218997361477572,0.5863560716717316,0.4884767321710088,0.7332903474361219,0.38118444527160233,0.38419379615532556,0.37822187186275574,0.46375649190113244,0.36103519913745885,0.6481742301652806,59.593900487972896
gg,ecbp,ecbp,gvc,closure,1,1.0,1.0,1.0,0.7918994413407822,0.841246290801187,0.7480211081794196,0.6517053570184054,0.696060448876126,0.6126645084888487,0.45983709254249644,0.39011450089345373,0.5599052681216926,0.5241426759658562,0.5309259735220132,0.5175305234064856,63.44806303005613
gg,ecbp,ecbp,gvc,closure,2,1.0,1.0,1.0,0.8139059304703476,0.842031029619182,0.787598944591029,0.6610316974227941,0.6607240856992518,0.6613395957078507,0.4651221074444463,0.4180332990461449,0.5241661055397258,0.5425766665366452,0.5164746925787934,0.5714573964025025,64.66865784458626
gg,ecbp,ecbp,gvc,predicted,0,1.0,1.0,1.0,0.7919375812743824,0.7807692307692308,0.8034300791556728,0.5232915240426289,0.4185986133614662,0.6978181806755607,0.3344256498232836,0.355938410923027,0.31536512055874416,0.3985905633733166,0.2971351112134109,0.6052507038770056,54.988491838009836
gg,ecbp,ecbp,gvc,predicted,1,1.0,1.0,1.0,0.7506925207756233,0.7900874635568513,0.7150395778364116,0.5970031202818326,0.6249559682968544,0.5714437510884466,0.41957108148675176,0.3625727458885515,0.4978330448728816,0.4601332339521767,0.4526080993189919,0.4679128274424311,58.908890751473585
gg,ecbp,ecbp,gvc,predicted,2,1.0,1.0,1.0,0.7778528021607022,0.7966804979253111,0.7598944591029023,0.6041956950618562,0.5949063938467741,0.6137796977743851,0.42845655404578187,0.3955706343273556,0.46730624158879314,0.480361759169084,0.45063990938258613,0.5142810451766784,60.35016837561135
gg,ecbp,ecbp,ecbp,closure,0,1.0,1.0,1.0,0.7848804891606448,0.8567961165048543,0.7241025641025641,0.7936823152921155,0.8586581225240267,0.7378483452955558,0.764523727865026,0.7041455464279868,0.8362275060685159,0.6696024265345909,0.6988843095610039,0.6426755791643262,78.10288441059288
gg,ecbp,ecbp,ecbp,closure,1,1.0,1.0,1.0,0.7828983897834536,0.8535108958837773,0.7230769230769231,0.7958217495671464,0.8548988264788967,0.744381856531884,0.7612288153228831,0.7017827495560541,0.8316779417099076,0.6689711606707653,0.6942772563227758,0.6454449796746211,77.99829848911611
gg,ecbp,ecbp,ecbp,closure,2,1.0,1.0,1.0,0.8178010471204189,0.8352941176470589,0.801025641025641,0.8084864444232223,0.8330805405736286,0.7853028355125127,0.781841452550477,0.7633363294131876,0.8012660849119796,0.6901890620550784,0.7105691469537316,0.6709454387391914,80.27096480313728
gg,ecbp,ecbp,ecbp,predicted,0,1.0,1.0,1.0,0.7848383500557414,0.8595848595848596,0.7220512820512821,0.8001745781499687,0.8708157876429565,0.7401343424535815,0.7629768737701543,0.7010495104464582,0.8369050677503681,0.6739174259492412,0.70716422435252,0.6436564005020542,78.26632673252881
gg,ecbp,ecbp,ecbp,predicted,1,1.0,1.0,1.0,0.7877777777777778,0.8593939393939394,0.7271794871794872,0.8014587926898277,0.873550127084258,0.7403592785707961,0.7649253374652064,0.7048526669836457,0.8361916732538902,0.6742666251290925,0.7132708766254005,0.6393069886357708,78.4720635977604
gg,ecbp,ecbp,ecbp,predicted,2,1.0,1.0,1.0,0.8186582809224319,0.8370846730975349,0.801025641025641,0.8141829876595238,0.842780917903329,0.7874621780641451,0.7848782522578198,0.7654184608795267,0.8053533370993281,0.6973030098247457,0.7229080647971988,0.6734497446949184,80.59065069465919
gg,ecbp,ecbp,fcct,predicted,0,1.0,1.0,1.0,0.6954545454545454,0.6930917327293318,0.6978335233751425,0.5358052372669775,0.49258882944328236,0.5873339393718958,0.24027239782938373,0.2447775052886847,0.2359301255794551,0.4042746545500845,0.3622027267909135,0.4574048566816467,49.05107268503022
gg,ecbp,ecbp,fcct,predicted,1,1.0,1.0,1.0,0.6926113931190072,0.6852678571428571,0.7001140250855188,0.5188328151934265,0.4645813801729003,0.5874298676204203,0.25129383857529103,0.2675339165784561,0.23691256468092195,0.3935171679295745,0.34511457114067956,0.4577115869462484,48.75793489625749
gg,ecbp,ecbp,fcct,predicted,2,1.0,1.0,1.0,0.7075732448866776,0.6866952789699571,0.7297605473204105,0.5038819421698443,0.42107474700612557,0.6272311966208621,0.2360559117322512,0.2945382322064576,0.196950263704318,0.3972324476898699,0.33025562800335,0.49828640715075617,48.250369959625765
gg,gvc,gvc,gvc,closure,0,1.0,1.0,1.0,0.578853046594982,0.9022346368715084,0.4261213720316623,0.5351946062032591,0.9254233469533154,0.3764533103949654,0.3220230670949751,0.21341495003090255,0.6557257272970218,0.3174718074895346,0.4538686978471725,0.24411132674477837,47.86902399644053
gg,gvc,gvc,gvc,closure,1,1.0,1.0,1.0,0.6179001721170396,0.8886138613861386,0.4736147757255937,0.5604850420022235,0.9071553752941764,0.4055165045209092,0.35051899418967675,0.23709694305334622,0.6719794189128517,0.35517886466807436,0.49305993690851735,0.2775607641048642,50.963473610297996
gg,gvc,gvc,gvc,closure,2,1.0,1.0,1.0,0.5140712945590994,0.8896103896103896,0.36147757255936674,0.4929232942214727,0.931173117687313,0.3351754281802821,0.28180283888157986,0.18319375840202237,0.6103294645207273,0.2599685104529186,0.3938010114666266,0.19402835480365224,42.95991425540506
gg,gvc,gvc,gvc,predicted,0,1.0,1.0,1.0,0.5592920353982301,0.8494623655913979,0.41688654353562005,0.5170204282699983,0.8802900569462083,0.3659880161010143,0.319703868617069,0.21313591241137933,0.639407737234138,0.29734081577763194,0.41446516421142676,0.2318281439090079,46.53387774284325
gg,gvc,gvc,gvc,predicted,1,1.0,1.0,1.0,0.5964316057774002,0.837708830548926,0.4630606860158311,0.5376646527141493,0.8543648158250513,0.39225984061887603,0.3439838427630259,0.23438748684510696,0.6460836424953207,0.32948797390543166,0.4463785233686885,0.26111207299238437,49.26933670848585
gg,gvc,gvc,gvc,predicted,2,1.0,1.0,1.0,0.5004651162790698,0.8485804416403786,0.3548812664907652,0.4885971981014116,0.9004998552248585,0.33524905813104966,0.2760176627786524,0.1800209835315028,0.5913642671449367,0.24954405960883042,0.3599352554026305,0.19097310942437445,42.169332571971125
gg,gvc,gvc,ecbp,closure,0,1.0,1.0,1.0,0.7245632065775951,0.7260556127703398,0.7230769230769231,0.7470222925638395,0.7769029236518248,0.7193550236817912,0.6505752813325116,0.6489669370028887,0.652191617435201,0.5643649645633236,0.6072160388386432,0.5271631979656469,70.73869268246486
gg,gvc,gvc,ecbp,closure,1,1.0,1.0,1.0,0.7116173120728928,0.6401639344262295,0.801025641025641,0.6966732735087489,0.6271278688577769,0.7835670117912232,0.5526760702222733,0.6735739605833956,0.4685731899710578,0.5136499062280104,0.4985906934090362,0.5296471340463408,65.36555519346383
gg,gvc,gvc,ecbp,closure,2,1.0,1.0,1.0,0.702275894101254,0.6417657045840407,0.7753846153846153,0.6916250857006577,0.6368463640057926,0.7567143216120837,0.545124853717369,0.6370354395185532,0.4763917199877877,0.5043813261707284,0.501982350238391,0.5068033416428901,64.6341944506427
gg,gvc,gvc,ecbp,predicted,0,1.0,1.0,1.0,0.7178958225889632,0.7219917012448133,0.7138461538461538,0.7474024426328624,0.7876995916929762,0.7110276766992716,0.6464741906578626,0.6421168278531832,0.6508910950660839,0.558049886343185,0.6102731462636842,0.5140599356188287,70.3924151959896
gg,gvc,gvc,ecbp,predicted,1,1.0,1.0,1.0,0.7093235831809873,0.6397361912613355,0.7958974358974359,0.7007255403506211,0.6418947665924137,0.7714282869403716,0.5514681524341,0.6672083819573061,0.46994677337862434,0.514739180303846,0.5119769379886266,0.5175313902640404,65.38390919885694
gg,gvc,gvc,ecbp,predicted,2,1.0,1.0,1.0,0.700517160319699,0.6467013888888888,0.764102564102564,0.6971383411990149,0.6561265381990335,0.7436189385199939,0.5486448135014645,0.6259617975697441,0.4883279613339122,0.5014661754472093,0.5102301003548859,0.4929982322890279,64.87667716733928
gg,gvc,gvc,fcct,predicted,0,1.0,1.0,1.0,0.6949720670391061,0.6812705366922235,0.7092360319270239,0.5128014462140784,0.44685257453422805,0.6015868177402331,0.20934603364507656,0.23833240753439483,0.18664586132211644,0.3961507242080533,0.3410252653919244,0.4725340932416423,47.237318229942034
gg,gvc,gvc,fcct,predicted,1,1.0,1.0,1.0,0.7102085620197585,0.6846560846560846,0.7377423033067275,0.452156652425236,0.3485630784137693,0.6433662634014111,0.16759106580718044,0.22573490496477364,0.1332651848587218,0.34895504659078175,0.2645048689340436,0.5126237378631496,44.33187600840583
gg,gvc,gvc,fcct,predicted,2,1.0,1.0,1.0,0.6811180832857957,0.6815068493150684,0.6807297605473204,0.4359574391163145,0.41142076234712294,0.4636064098739054,0.18252630947864523,0.1819798235221223,0.18307608751924354,0.30556526493432384,0.2790924725409334,0.33758638781957645,43.32006106269184
gg,fcct,fcct,ecbp,closure,0,1.0,1.0,1.0,0.6663858466722831,0.5654038598999285,0.8112820512820513,0.5797002876985271,0.46221590606498275,0.7772619407715243,0.37768579223520143,0.5878416661298542,0.2782207140316453,0.4082930585132237,0.36311538614722677,0.46630986252004103,54.12573088686705
gg,fcct,fcct,ecbp,closure,1,1.0,1.0,1.0,0.5864197530864197,0.7364341085271318,0.48717948717948717,0.7171751231261945,0.8717245119021392,0.6091737632053856,0.6160740893355984,0.5265126578462824,0.7423501449137025,0.5019731311664517,0.5625347779561263,0.4531840220329629,63.98896551827376
gg,fcct,fcct,ecbp,closure,2,1.0,1.0,1.0,0.6656346749226005,0.6697819314641744,0.6615384615384615,0.713039645003758,0.7560136182563739,0.6746884278408299,0.5902835294268455,0.5859485218667951,0.5946831582176045,0.4958872971346474,0.5507726589551649,0.4509494728314604,65.63192831177346
gg,fcct,fcct,ecbp,predicted,0,1.0,1.0,1.0,0.6748518204911093,0.5746214852198991,0.8174358974358974,0.5987651057959299,0.4857465912413771,0.7803225120039283,0.3957086573074778,0.6031284624101252,0.29444656612071946,0.4269265869752415,0.38899929328013044,0.473048664696054,55.64418611981723
gg,fcct,fcct,ecbp,predicted,1,1.0,1.0,1.0,0.5891089108910892,0.7425897035881436,0.4882051282051282,0.7205549703785991,0.8790907302655484,0.6104635927456892,0.6137477504636533,0.5237601522832932,0.7410718179511441,0.5049636588454679,0.5685502325389965,0.45416941843871605,64.11372105777805
gg,fcct,fcct,ecbp,predicted,2,1.0,1.0,1.0,0.665974025974026,0.6747368421052632,0.6574358974358975,0.7181055821698367,0.7706250552085924,0.672287957843218,0.5872578707227617,0.5784136256817562,0.5963767817588294,0.4988327974376389,0.563415062044745,0.4475336113557842,65.71124929555414
gg,fcct,fcct,fcct,predicted,0,1.0,1.0,1.0,0.5863095238095237,0.8436830835117773,0.4492588369441277,0.6049206808315438,0.8785053293574516,0.46127130011615486,0.29989134779728754,0.19315918408471125,0.6702390965830944,0.3887927441536831,0.4079652030227078,0.37134143147184534,49.70405174794517
gg,fcct,fcct,fcct,predicted,1,1.0,1.0,1.0,0.5947169811320756,0.8794642857142857,0.4492588369441277,0.5899308702043223,0.822634261621294,0.4598503089707761,0.299210868682972,0.1913440933342367,0.685841780324523,0.35133902573521,0.3318360426235398,0.3732776546337754,49.461957333978994
gg,fcct,fcct,fcct,predicted,2,1.0,1.0,1.0,0.5602409638554217,0.8248337028824834,0.4241733181299886,0.46021045774541075,0.8215179345256749,0.3196339384328097,0.2978720900195281,0.19069851709020466,0.6800814585385612,0.27546407534865125,0.3352118357976467,0.2337930747130384,43.944117054012025
gg,fcct,fcct,gvc,closure,0,1.0,1.0,1.0,0.72,0.8412698412698413,0.6292875989445911,0.6026214717481224,0.7788234666832394,0.4914379381354994,0.4162791009619999,0.3127513558008775,0.6222617649095179,0.44593849113406564,0.5329690171961465,0.38334124909293077,57.96335242367074
gg,fcct,fcct,gvc,closure,1,1.0,1.0,1.0,0.5742222222222222,0.8801089918256131,0.4261213720316623,0.5279268016492745,0.92459835992959,0.36943265584152,0.33167490737408484,0.22064332451169857,0.6676461218385076,0.3226735173275912,0.49276466027254673,0.23987435181691394,47.79413104151938
gg,fcct,fcct,gvc,closure,2,1.0,1.0,1.0,0.603448275862069,0.8706467661691543,0.46174142480211083,0.5344994763718052,0.9120771739068266,0.37801180971684234,0.34837146659930646,0.23542042642685373,0.6696674306131746,0.3352566407570954,0.515422362425517,0.24842111840220749,49.54397396110602
gg,fcct,fcct,gvc,predicted,0,1.0,1.0,1.0,0.6806282722513088,0.7858376511226253,0.600263852242744,0.5724410609189671,0.7267373880938547,0.47218887795120085,0.3863051646702122,0.29336346510573913,0.5654466788566578,0.4044018250070116,0.47207367795603083,0.35369900438652235,54.64581659468294
gg,fcct,fcct,gvc,predicted,1,1.0,1.0,1.0,0.5424321959755031,0.8051948051948052,0.40897097625329815,0.5077235521600789,0.8753993290270892,0.35754947933938275,0.3185305139462413,0.21357302127667593,0.6263333162828942,0.29494945728874516,0.44224473972108036,0.22125698182979464,45.622875402727445
gg,fcct,fcct,gvc,predicted,2,1.0,1.0,1.0,0.5813559322033899,0.8127962085308057,0.4525065963060686,0.5206072120272398,0.861999316257991,0.37291529020889996,0.3311557301580577,0.22598718069387302,0.6194156403474551,0.3118388314525989,0.46585920797277264,0.23435679230264392,47.77062914628958
gg_aug,gg_aug_bbc-ecbp,ecbp,gvc,closure,0,1.0,1.0,1.0,0.7970128988458928,0.820979020979021,0.7744063324538258,0.6155601704340206,0.5776316243971916,0.6588197018298296,0.42987030941868415,0.39070839563689724,0.477757416426465,0.48667188391892957,0.42594941266895314,0.5675857380957989,61.41477928995326
gg_aug,gg_aug_bbc-ecbp,ecbp,gvc,closure,1,1.0,1.0,1.0,0.8002717391304347,0.8249299719887955,0.7770448548812665,0.6316515391262244,0.6042097391364579,0.6617046229116627,0.425455574547977,0.3859618081342407,0.47395310118038886,0.5028569929442971,0.45082660900555505,0.5684640392617231,61.9126284268212
gg_aug,gg_aug_bbc-ecbp,ecbp,gvc,closure,2,1.0,1.0,1.0,0.7986254295532645,0.8335724533715926,0.7664907651715039,0.6536698010728181,0.6594830401506011,0.6479581520674,0.4445831489935225,0.3911981645671349,0.5148411077722915,0.5255100129756128,0.4988170033679403,0.5552213684895818,63.22927932065351
gg_aug,gg_aug_bbc-ecbp,ecbp,gvc,predicted,0,1.0,1.0,1.0,0.7719063545150503,0.7829036635006784,0.7612137203166227,0.565785054335563,0.5125711978493037,0.631327937778212,0.3911166818384941,0.37192637735576417,0.412395050539552,0.43426750934339065,0.36611234685645977,0.5336024950888136,57.62693635630358
gg_aug,gg_aug_bbc-ecbp,ecbp,gvc,predicted,1,1.0,1.0,1.0,0.7632461435278337,0.7762619372442019,0.7506596306068601,0.5685196388450271,0.5244557245327983,0.6206670737469344,0.37992671147401474,0.3581419229720644,0.4045333637715546,0.43500206916838957,0.3744057910993039,0.5190004989464478,57.05641646156252
gg_aug,gg_aug_bbc-ecbp,ecbp,gvc,predicted,2,1.0,1.0,1.0,0.7600271923861318,0.7840112201963534,0.737467018469657,0.5912719267615746,0.5783213320258335,0.6048158238843947,0.3998182715057873,0.36202032567015613,0.44642920989376766,0.45422470048277513,0.41533113115132037,0.5011552453382854,58.370579688449794
gg_aug,gg_aug_bbc-ecbp,ecbp,ecbp,closure,0,1.0,1.0,1.0,0.7472654001151411,0.8517060367454068,0.6656410256410257,0.774098993534639,0.8746852380602523,0.6942610078649911,0.7365359684475187,0.659481861728795,0.8339783046458551,0.62998693950568,0.6768316760102455,0.5892068730669977,75.26334540324329
gg_aug,gg_aug_bbc-ecbp,ecbp,ecbp,closure,1,1.0,1.0,1.0,0.7419918462434478,0.8584905660377359,0.6533333333333333,0.7691084844376886,0.8831407112333469,0.6811566861255363,0.7291311188444494,0.6472970385502507,0.8346513366647953,0.6266009297908662,0.6859021283052517,0.5767377786353157,74.67438165085287
gg_aug,gg_aug_bbc-ecbp,ecbp,ecbp,closure,2,1.0,1.0,1.0,0.7534722222222222,0.8645418326693227,0.6676923076923077,0.7748395549786293,0.8880855547680948,0.687208760082976,0.738508984859934,0.6586896106443033,0.8403406585486951,0.6384406349444839,0.7011678332619679,0.58601511747607,75.56069206869286
gg_aug,gg_aug_bbc-ecbp,ecbp,ecbp,predicted,0,1.0,1.0,1.0,0.7476851851851851,0.8579017264276229,0.6625641025641026,0.7773138284933724,0.8847442589631123,0.6931480459003302,0.7350361550529174,0.6555921305048416,0.8363889664949966,0.6309662961565471,0.6814994979318453,0.5874098441430686,75.3345056243825
gg_aug,gg_aug_bbc-ecbp,ecbp,ecbp,predicted,1,1.0,1.0,1.0,0.7441860465116279,0.8590604026845637,0.6564102564102564,0.7715305372992077,0.8903199174092875,0.6807082304519054,0.7288493207224708,0.6478660628644185,0.8329706522542524,0.6273865165442304,0.6914493138451094,0.5741879845210801,74.81886348444354
gg_aug,gg_aug_bbc-ecbp,ecbp,ecbp,predicted,2,1.0,1.0,1.0,0.7579802669762044,0.8729946524064172,0.6697435897435897,0.778694398360627,0.899731173165162,0.6863613086281447,0.7425665648020269,0.660898633498703,0.8472638382244243,0.644110015662982,0.7135842824969322,0.5869634956015798,75.97470767129528
gg_aug,gg_aug_bbc-ecbp,ecbp,fcct,predicted,0,1.0,1.0,1.0,0.6582125603864735,0.699614890885751,0.621436716077537,0.506783707434029,0.5718441064808673,0.45501527127141234,0.2575901397521314,0.20977984866177368,0.33362578341390514,0.34556177903463925,0.35865328865778046,0.3333923408164261,47.4195469190878
gg_aug,gg_aug_bbc-ecbp,ecbp,fcct,predicted,1,1.0,1.0,1.0,0.6590184831102613,0.7471098265895953,0.5895096921322691,0.5264960135638512,0.6489830801261023,0.44290372871007766,0.2675783364377656,0.19706267797482166,0.4166807227057976,0.34123774661209955,0.3572915510955828,0.32656456537485534,48.43642777039594
gg_aug,gg_aug_bbc-ecbp,ecbp,fcct,predicted,2,1.0,1.0,1.0,0.6765067650676507,0.7343124165554072,0.6271379703534777,0.5651718145665903,0.6109232634023126,0.5257955010347196,0.2815935107861183,0.2202942431319973,0.3901596836193205,0.3886195059197951,0.3716336652523568,0.40723241864677456,50.7757363473453
gg_aug,gg_aug_abc-fcct,fcct,ecbp,closure,0,1.0,1.0,1.0,0.6410121244069584,0.6594360086767896,0.6235897435897436,0.708499220966411,0.7615024776694294,0.6623942465039484,0.5781610473926362,0.5603040919661736,0.597193678145313,0.49060048115784305,0.5436983771534334,0.44695099054280885,64.25574642553352
gg_aug,gg_aug_abc-fcct,fcct,ecbp,closure,1,1.0,1.0,1.0,0.6225563909774436,0.6088235294117647,0.6369230769230769,0.6902400667582723,0.692308547728218,0.688183909391632,0.5139249028596649,0.5291397848522207,0.49956054222073004,0.4575617261020445,0.4770064672729819,0.4396401878270768,60.89071201984603
gg_aug,gg_aug_abc-fcct,fcct,ecbp,closure,2,1.0,1.0,1.0,0.6763035622096024,0.6808731808731808,0.6717948717948717,0.7172493351898099,0.7634813818116425,0.6762966925145772,0.607335367163721,0.602509352632469,0.612239317333366,0.5174419240443509,0.5758836068520556,0.4697689441248073,66.69627548543778
gg_aug,gg_aug_abc-fcct,fcct,ecbp,predicted,0,1.0,1.0,1.0,0.6440677966101696,0.6659364731653888,0.6235897435897436,0.7145467947049866,0.777030276558358,0.6613643766290737,0.5679022924074875,0.5475966741091806,0.5897718216803224,0.4898768735156962,0.5530339450826806,0.4396664875742345,64.21722945742145
gg_aug,gg_aug_abc-fcct,fcct,ecbp,predicted,1,1.0,1.0,1.0,0.6230498238550579,0.6116600790513834,0.6348717948717949,0.6940408811208053,0.7013929133389077,0.6868413787459838,0.5103699600318738,0.5226640280795167,0.49864096095039606,0.4562957704656219,0.4818712526002591,0.4332983137340288,60.9153555002579
gg_aug,gg_aug_abc-fcct,fcct,ecbp,predicted,2,1.0,1.0,1.0,0.6690946930280958,0.6789862724392819,0.6594871794871795,0.7155976298165697,0.773516634835077,0.6657480675343026,0.6000130282417454,0.5899287756662539,0.6104480374285584,0.5061142589074044,0.5761522395443326,0.45125855302023243,66.1568450362137
